Time (s),Northing (m),Easting (m),Yaw (rad),Speed (m/s)
1728212603.3295012,4477201.335834133,589721.2847115378,-1.5707963267948966,0.001323359552770853
1728212603.45372,4477201.337939103,589721.2843470345,-1.5707963267948966,0.0013263823930174112
1728212603.533806,4477201.33704906,589721.284188049,-1.5707963267948966,0.0013333623064681888
1728212603.6297119,4477201.335956311,589721.2856431263,-1.5707963267948966,0.0018320776289328933
1728212603.7414708,4477201.335406381,589721.2860738316,-1.5707963267948966,0.002174647757783532
1728212603.8393464,4477201.334946121,589721.2847221748,-1.5707963267948966,0.0016651328187435865
1728212603.9340956,4477201.335390126,589721.2847168563,-1.5707963267948966,0.0009947688085958362
1728212604.0463781,4477201.3377343705,589721.2857914771,-1.5707963267948966,0.000497571425512433
1728212604.142324,4477201.339043026,589721.2838248732,-1.5707963267948966,0.00016511764260940254
1728212604.348535,4477201.337384095,589721.2843536827,-1.5707963267948966,-0.0003289343148935586
1728212604.5605822,4477201.337391207,589721.2849473557,-1.5707963267948966,-0.0019857012666761875
1728212604.6609569,4477201.337286301,589721.2854575528,-1.5707963267948966,-0.0004933985183015466
1728212604.7652688,4477201.336501158,589721.2847883725,-1.5707963267948966,0.001319815288297832
1728212604.846141,4477201.336510303,589721.2855516702,-1.5707963267948966,0.002483293879777193
1728212604.9714308,4477201.335384031,589721.2842079932,-1.5707963267948966,0.0016591018065810204
1728212605.0513554,4477201.338142821,589721.2828177797,-1.5707963267948966,-0.0001660926063777879
1728212605.1625547,4477201.3410288645,589721.2827832097,-1.5707963267948966,-0.0016703527653589845
1728212605.258083,4477201.3398190215,589721.2837307536,-1.5707963267948966,-0.0008340673521161079
1728212605.3528404,4477201.340130691,589721.2819457366,-1.5707963267948966,0.0006679253419861197
1728212605.4663417,4477201.339241663,589721.2818715633,-1.5707963267948966,0.00016708439216017723
1728212605.562309,4477201.339027787,589721.2825527103,-1.5707963267948966,-0.0013341900194063783
1728212605.6565,4477201.3396877,589721.2820358673,-1.5707963267948966,-0.0008324961527250707
1728212605.7689219,4477201.340804828,589721.2826162465,-1.5707963267948966,0.0033328987192362547
1728212605.867147,4477201.338354667,589721.2819670103,-1.5707963267948966,0.007945901714265347
1728212605.9623098,4477201.339009502,589721.2810261146,-1.5707963267948966,0.010588043369352818
1728212606.072663,4477201.337576637,589721.2818915076,-1.5707963267948966,0.010583959519863129
1728212606.169015,4477201.337381046,589721.2840992479,-1.5707963267948966,0.008759349584579468
1728212606.3744197,4477201.339582793,589721.2825460621,-1.5707963267948966,0.0021507428027689457
1728212606.5749571,4477201.342023818,589721.2824319983,-1.5707963267948966,0.0011693827109411359
1728212606.6833725,4477201.341163233,589721.2847325286,-1.5707963267948966,0.0018352563492953777
1728212606.7847042,4477201.339803782,589721.2824585906,-1.5707963267948966,0.004199196118861437
1728212606.8884256,4477201.339230488,589721.280938643,-1.5707963267948966,0.005032225977629423
1728212606.9703424,4477201.337566478,589721.2810433996,-1.5707963267948966,0.00554639520123601
1728212607.0962994,4477201.338218266,589721.2798480712,-1.5707963267948966,0.008098730817437172
1728212607.1724153,4477201.336885229,589721.2797792143,-1.5707963267948966,0.009114193730056286
1728212607.2839115,4477201.338663289,589721.2799275607,-1.5707963267948966,0.005517892073839903
1728212607.3786469,4477201.341437317,589721.2798095124,-1.5707963267948966,-0.00150052341632545
1728212607.4748158,4477201.341803845,589721.28260428,-1.5707963267948966,-0.008689424954354763
1728212607.5861044,4477201.344584985,589721.2830799049,-1.5707963267948966,-0.01283501647412777
1728212607.6821864,4477201.345132882,589721.2824795814,-1.5707963267948966,-0.011809270828962326
1728212607.7779002,4477201.34511358,589721.2808681735,-1.5707963267948966,-0.008143626153469086
1728212607.8917904,4477201.344482109,589721.2837597221,-1.5707963267948966,-0.0008298580069094896
1728212607.987563,4477201.340445411,589721.2804151543,-1.5707963267948966,0.010426278226077557
1728212608.083729,4477201.334786355,589721.280652585,-1.5707963267948966,0.02136525884270668
1728212608.1940565,4477201.333204903,589721.2783813083,-1.5707963267948966,0.03277687355875969
1728212608.394294,4477201.320745278,589721.2762403317,-1.5707963267948966,0.09079917520284653
1728212608.5058274,4477201.290061319,589721.2633754847,-1.5707963267948966,0.14471445977687836
1728212608.6061685,4477201.2419330925,589721.2400318924,-1.5707963267948966,0.2055860012769699
1728212608.7117615,4477201.17588787,589721.2130858785,-1.5707963267948966,0.29196617007255554
1728212608.791536,4477201.093693283,589721.1910833948,-1.5707963267948966,0.4111591577529907
1728212608.903075,4477201.001043469,589721.1581791544,-1.5707963267948966,0.49197409458024877
1728212608.999831,4477200.898144925,589721.1223440481,-1.5707963267948966,0.6668594229867257
1728212609.0949867,4477200.77396784,589721.0803172732,-1.5707963267948966,0.8233207582297393
1728212609.2069607,4477200.633295181,589721.0421354714,2.6135204367673537,0.9838014736832976
1728212609.3047078,4477200.476880863,589720.9965929807,2.6535941470626403,1.0846675324300241
1728212609.3993475,4477200.299595715,589720.932554597,-1.079017994488146,1.3168676099593042
1728212609.4950976,4477200.116528315,589720.8677372395,-1.001353193284928,1.489688754081726
1728212609.606776,4477199.917861007,589720.7888564722,-1.605480599273061,1.622692584991455
1728212609.7034955,4477199.70820453,589720.7101073293,-1.9399203708953003,1.775445818901062
1728212609.9117327,4477199.265227345,589720.5696874484,-2.131579987535688,2.0346999979190645
1728212610.1144607,4477198.75832238,589720.3937290305,-2.495889257587445,2.306992984459466
1728212610.323869,4477198.235881505,589720.209050259,-2.1031983404190213,2.530461025641313
1728212610.430786,4477197.959941286,589720.111246445,-2.062769295800424,2.6123126518522213
1728212610.5112422,4477197.65751588,589719.9989158333,-2.038436262230779,2.7776751583832597
1728212610.6363132,4477197.336974097,589719.8756055721,-2.0058520051159885,2.9259591080419023
1728212610.7156806,4477197.032682999,589719.765078573,-1.894973151705358,3.019711315492224
1728212610.8403203,4477196.727892023,589719.6498922829,-1.833710416229967,3.063958427027041
1728212610.9204915,4477196.437632118,589719.5336836986,-1.7594025957742478,3.083008629823703
1728212611.0457628,4477196.143550409,589719.413534201,-1.7294939856928961,3.1437403287151824
1728212611.1244245,4477195.864709465,589719.2960012992,-1.9225331536152963,3.1908691534023097
1728212611.2386587,4477195.586925711,589719.1740449247,-2.378910732710106,3.2188933860067372
1728212611.333968,4477195.310208569,589719.0391826569,-1.969062162664658,3.2694976780722715
1728212611.430504,4477195.0170776695,589718.8964587912,-1.4120783995639228,3.1876700130950746
1728212611.5415776,4477194.711866885,589718.7554912447,-1.6162887809218769,3.2176551818847656
1728212611.638149,4477194.382639637,589718.5929269973,-1.8634016238704254,3.37648572347474
1728212611.7332692,4477194.013166239,589718.4440772044,-1.8184537306952984,3.413160575176937
1728212611.8454895,4477193.6276481915,589718.2718387531,-1.6793429073417647,3.6146966144593202
1728212611.9414175,4477193.248480338,589718.1107208743,-1.761996984990134,3.685062637893627
1728212612.0376415,4477192.872317385,589717.959491288,-1.9020345935416774,3.8221397399902344
1728212612.1513155,4477192.495115063,589717.79563549,-1.962950484795368,3.8505191802978516
1728212612.246404,4477192.13244428,589717.6493336511,-1.9658366782853085,3.954346179962158
1728212612.4520855,4477191.417177197,589717.3636495832,-0.9887080367096037,3.969267292599312
1728212612.661684,4477190.724430737,589717.0951692702,2.9435958105155944,3.9943306954699347
1728212612.7633433,4477190.350557663,589716.9590106673,3.026034730173721,3.9703486568644424
1728212612.8678806,4477189.959859604,589716.8084639957,0.014363496977727099,3.957401999223244
1728212612.9684796,4477189.559364958,589716.6556596,-1.7291142899879035,3.9862849001768543
1728212613.0726037,4477189.170960083,589716.5111926923,-2.499292055673647,4.063401349595804
1728212613.1698318,4477188.785476074,589716.3603290524,-2.32662315402411,4.0545635466940935
1728212613.2802646,4477188.39688882,589716.2191724016,-2.1250984178927257,4.047459147115113
1728212613.3590424,4477188.030069084,589716.078688069,-2.1259004825363195,4.126417774733023
1728212613.47136,4477187.6523516,589715.9459683353,-2.1559193601579234,4.132428624253419
1728212613.5660515,4477187.285925087,589715.801238104,-1.9059796180102482,4.131489916925022
1728212613.66204,4477186.89728807,589715.6559256577,-1.7605399487280453,4.116938207998786
1728212613.7744343,4477186.472688066,589715.4926373104,-1.7805160260952746,4.249158599169492
1728212613.8689694,4477186.063196215,589715.3394315913,-1.7614512467281949,4.218276424385692
1728212613.9652293,4477185.640838878,589715.1687367257,-1.758686662165299,4.269749257230501
1728212614.077392,4477185.229552722,589715.0140256436,-0.7147323186034696,4.232573024926932
1728212614.1739843,4477184.825521575,589714.8532900251,0.057267507684032756,4.324707382916771
1728212614.2852383,4477184.445042837,589714.703214484,0.025749090054667724,4.334617234778043
1728212614.3822844,4477184.0481790695,589714.5384062941,-0.07233308952499166,4.368584583838577
1728212614.4928296,4477183.233095252,589714.2146439797,-0.5826429058361058,4.4196734963396915
1728212614.7008464,4477182.355632465,589713.8270782536,-2.169732207147505,3.920895256280612
1728212614.7957792,4477181.938803749,589713.6267136903,-3.1310891917114065,3.622586635213219
1728212614.9236922,4477181.520184503,589713.4344287554,-2.5122406447775805,3.2550738241503225
1728212615.051698,4477181.111394929,589713.2286239993,-1.827092377675948,2.9569324700052664
1728212615.2023103,4477180.70429753,589713.0343349116,-1.849587266310238,2.72943377494812
1728212615.2033205,4477180.3029593015,589712.8296283886,-2.0704984191615248,2.6274807453155518
1728212615.3048563,4477179.899467073,589712.6304611487,-2.046511664678345,2.64798602963617
1728212615.4099677,4477179.480417165,589712.4022162037,-2.01574374589435,2.708655834197998
1728212615.5177386,4477179.051052404,589712.2025953885,-1.6539989879058383,2.720005753079643
1728212615.5965877,4477178.626398758,589711.9977439025,-2.089670672434926,2.749861429530596
1728212615.7197764,4477178.20377261,589711.7953279876,-2.073242526111379,2.7898851142779253
1728212615.8003607,4477177.781800006,589711.6011320766,-2.013844673951452,2.804329624903244
1728212615.9134514,4477177.366607654,589711.407618346,-2.0320999303402787,2.784750754247403
1728212616.0090992,4477176.95993197,589711.2114578912,-2.1058880871464436,2.790756839889989
1728212616.105742,4477176.541044068,589711.015274033,-2.1450183516087993,3.0782441867205113
1728212616.1999388,4477176.097035528,589710.8072612871,-2.218183251800816,4.762126020986042
1728212616.3136165,4477175.65496408,589710.5941359206,-2.2750866314456037,4.7523891299221654
1728212616.4084384,4477175.211280998,589710.3669491591,-2.295244800913109,4.759437409848692
1728212616.521487,4477174.767747973,589710.1615601629,-2.229911532587963,4.814465050754936
1728212616.6163135,4477174.332655435,589709.9471636042,-2.171345281361566,4.772736092363593
1728212616.7128186,4477173.8963936865,589709.7371070135,-2.1375238143548434,4.786294156210198
1728212616.8095977,4477173.470733261,589709.5223429707,-2.0823742070717466,4.882389009304361
1728212616.9195333,4477173.027596814,589709.3037166835,-2.019060091180981,4.909043684150906
1728212617.01524,4477172.575283352,589709.0696776157,-1.9987368423094696,4.946429602013719
1728212617.2322092,4477171.685103215,589708.5935377912,-2.1202735604315883,4.96262755746272
1728212617.3394384,4477171.243215816,589708.3586951767,-2.073616107759469,4.958003271940428
1728212617.4189875,4477170.799843756,589708.1203925577,-2.0395195575271026,4.992515887561634
1728212617.5450723,4477170.357199959,589707.87800967,-1.9741720918391739,5.032724056199707
1728212617.6244676,4477169.925607019,589707.649914371,-1.8751630893766047,5.039494719443977
1728212617.7512217,4477169.492930322,589707.396215371,-1.7814528827679958,5.054125051289919
1728212617.8299742,4477169.049906824,589707.1499350679,-1.3697407718851295,5.03362908727213
